Date;PX_LAST;Change;% Change;PX_OPEN;Change;% Change;PX_HIGH;Change;% Change;PX_LOW;Change;% Change
10.05.2024;10004;99,5;1,00459387147256;9958;53,5;0,540158513806855;10114;209,5;2,11520016154273;9941;36,5;0,36851935988692
09.05.2024;9904,5;0,5;0,00504846526655897;9880;-24;-0,24232633279483;9950;46;0,464458804523425;9837,5;-66,5;-0,671445880452342
08.05.2024;9904;-125,5;-1,25130863951344;10003,5;-26;-0,259235255994815;10006,5;-23;-0,229323495687721;9819,5;-210;-2,09382322149659
07.05.2024;10029,5;119,5;1,2058526740666;10015;105;1,05953582240161;10118;208;2,09889001009082;9951,5;41,5;0,418768920282543
03.05.2024;9910;144,5;1,47969894014643;9815;49,5;0,506886488147048;9941,5;176;1,80226306896728;9771;5,5;0,0563207209052276
02.05.2024;9765,5;-130;-1,31372846243242;9947,5;52;0,525491384972968;9973;77,5;0,783184275680865;9739;-156,5;-1,58152695669749
01.05.2024;9895,5;-95,5;-0,955860274246822;9940;-51;-0,510459413472125;9953,5;-37,5;-0,375337804023621;9851;-140;-1,40126113502152
30.04.2024;9991;-144,5;-1,42568200878102;10153;17,5;0,172660450890435;10208;72,5;0,715307582260372;9942;-193,5;-1,90913127127423
29.04.2024;10135,5;170;1,70588530429983;9988,5;23;0,230796247052331;10185;219,5;2,2025989664342;9940;-25,5;-0,255882795644975
26.04.2024;9965,5;100,5;1,01875316776483;9920;55;0,557526609224531;10033,5;168,5;1,70805879371515;9886;21;0,212873796249366
25.04.2024;9865;91,5;0,936205044252315;9768;-5,5;-0,056274620146314;9958,15;184,65;1,88929247454852;9736;-37,5;-0,383690591906686
24.04.2024;9773,5;67;0,690259104723639;9710;3,5;0,0360583114407871;9843;136,5;1,4062741461907;9695;-11,5;-0,118477309019729
23.04.2024;9706,5;-123;-1,25133526629025;9850;20,5;0,208555877715041;9865;35,5;0,361157739457755;9627;-202,5;-2,06012513352663
22.04.2024;9829,5;-46,5;-0,470838396111786;9880;4;0,0405022276225192;9988;112;1,13406237343054;9805;-71;-0,718914540299716
19.04.2024;9876;141,5;1,45359289126303;9746;11,5;0,118136524731625;9913,5;179;1,83882068930094;9663;-71,5;-0,734501001592275
18.04.2024;9734,5;152;1,58622488912079;9535;-47,5;-0,495695277850248;9774;191,5;1,998434646491;9502;-80,5;-0,84007304983042
17.04.2024;9582,5;114,5;1,20933671313899;9474;6;0,0633713561470215;9616,5;148,5;1,56844106463878;9435;-33;-0,348542458808619
16.04.2024;9468;-108;-1,12781954887218;9590;14;0,146198830409357;9602,5;26,5;0,276733500417711;9412;-164;-1,71261487050961
15.04.2024;9576;118,5;1,25297383029342;9569;111,5;1,17895849854613;9640,5;183;1,93497224425059;9415,5;-42;-0,444091990483743
12.04.2024;9457,5;115,5;1,23635195889531;9375;33;0,353243416827232;9590,5;248,5;2,6600299721687;9352;10;0,107043459644616
11.04.2024;9342;-32;-0,341369746106251;9377,5;3,5;0,0373373159803712;9443,5;69,5;0,741412417324515;9312,5;-61,5;-0,656069980797952
10.04.2024;9374;-43,5;-0,461906026015397;9450;32,5;0,345102203344837;9511,5;94;0,998141757366605;9325;-92,5;-0,982213963366074
09.04.2024;9417,5;6;0,0637517930191787;9458;46,5;0,494076395898635;9523;111,5;1,18472082027307;9366;-45,5;-0,483451097062105
08.04.2024;9411,5;82;0,878932418671955;9303;-26,5;-0,284045232863498;9484,5;155;1,66139664505065;9216;-113,5;-1,21657109169838
05.04.2024;9329,5;-29,5;-0,315204615877765;9324;-35;-0,37397157816006;9358,5;-0,5;-0,00534245111657228;9209;-150;-1,60273533497169
04.04.2024;9359;96,5;1,04183535762483;9308,5;46;0,496626180836707;9397,5;135;1,45748987854251;9293,5;31;0,33468286099865
03.04.2024;9262,5;271,5;3,01968635301969;9020;29;0,322544766989211;9299;308;3,42564787009231;8971,75;-19,25;-0,21410299188077
02.04.2024;8991;124;1,3984436675313;8939;72;0,81199954888914;9044;177;1,9961655576858;8929;62;0,699221833765648
28.03.2024;8867;17,5;0,197751285383355;8851,5;2;0,0226001469009549;8925;75,5;0,853155545511046;8817,5;-32;-0,361602350415278
27.03.2024;8849,5;-12,5;-0,141051681336042;8858;-4;-0,0451365380275333;8880;18;0,2031144211239;8776;-86;-0,970435567591966
26.03.2024;8862;-11;-0,12397159923363;8863;-10;-0,112701453848755;8896;23;0,259213343852136;8810;-63;-0,710019159247154
25.03.2024;8873;6,5;0,0733096486776067;8840;-26,5;-0,298877798454858;8933;66,5;0,750014098009361;8835,5;-31;-0,34963063215474
